name,u,parameter,step,n,stop,analytic,estimated_error,finite_difference,difference
paper_highA,0.5,1,8.1133264861482079e-08,128,InnerAccuracyLimited,-52457858.716187209,693.19485,-52457881.733922161,23.017735
paper_highA,0.5,1,8.1133264861482079e-08,256,InnerAccuracyLimited,-52457858.716187209,693.19485,nan,nan
paper_highA,0.5,1,2.4339979458444623e-08,128,InnerAccuracyLimited,-52457858.716187209,693.19485,nan,nan
paper_highA,0.5,1,2.4339979458444623e-08,256,InnerAccuracyLimited,-52457858.716187209,693.19485,nan,nan
paper_highA,0.5,1,8.1133264861482083e-09,128,InnerAccuracyLimited,-52457858.716187209,693.19485,nan,nan
paper_highA,0.5,1,8.1133264861482083e-09,256,InnerAccuracyLimited,-52457858.716187209,693.19485,nan,nan
paper_highA,0.5,2,8.1133264861482079e-08,128,InnerAccuracyLimited,7897911.8924448648,1275.93439,7898213.997483152,302.105038
paper_highA,0.5,2,8.1133264861482079e-08,256,InnerAccuracyLimited,7897911.8924448648,1275.93439,nan,nan
paper_highA,0.5,2,2.4339979458444623e-08,128,InnerAccuracyLimited,7897911.8924448648,1275.93439,7897962.1519549964,50.2595101
paper_highA,0.5,2,2.4339979458444623e-08,256,InnerAccuracyLimited,7897911.8924448648,1275.93439,nan,nan
paper_highA,0.5,2,8.1133264861482083e-09,128,InnerAccuracyLimited,7897911.8924448648,1275.93439,7897940.725153476,28.8327086
paper_highA,0.5,2,8.1133264861482083e-09,256,InnerAccuracyLimited,7897911.8924448648,1275.93439,nan,nan
paper_highA,0.5,3,5.8095075817158435,128,InnerAccuracyLimited,-5.0896310282535229,7.43507502e-05,-5.0896228557949046,8.17245862e-06
paper_highA,0.5,3,5.8095075817158435,256,InnerAccuracyLimited,-5.0896310282535229,7.43507502e-05,nan,nan
paper_highA,0.5,3,1.7428522745147528,128,InnerAccuracyLimited,-5.0896310282535229,7.43507502e-05,-5.0896336663841959,2.63813067e-06
paper_highA,0.5,3,1.7428522745147528,256,InnerAccuracyLimited,-5.0896310282535229,7.43507502e-05,nan,nan
paper_highA,0.5,3,0.58095075817158437,128,InnerAccuracyLimited,-5.0896310282535229,7.43507502e-05,-5.089634625737169,3.59748365e-06
paper_highA,0.5,3,0.58095075817158437,256,InnerAccuracyLimited,-5.0896310282535229,7.43507502e-05,-5.0896346284079597,3.60015444e-06
paper_highA,0.5,4,0.0016869965260211354,128,InnerAccuracyLimited,31296.524524174056,2132.5949,31057.912529669098,238.611995
paper_highA,0.5,4,0.0016869965260211354,256,InnerAccuracyLimited,31296.524524174056,2132.5949,nan,nan
paper_highA,0.5,4,0.0005060989578063405,128,InnerAccuracyLimited,31296.524524174056,2132.5949,nan,nan
paper_highA,0.5,4,0.0005060989578063405,256,InnerAccuracyLimited,31296.524524174056,2132.5949,31057.938767351574,238.585757
paper_highA,0.5,4,0.00016869965260211354,128,InnerAccuracyLimited,31296.524524174056,2132.5949,31057.9410072506,238.583517
paper_highA,0.5,4,0.00016869965260211354,256,InnerAccuracyLimited,31296.524524174056,2132.5949,31057.940997567996,238.583527
