name,u,policy,warm,rtol,repeat,stop,value_stop,gradient_stop,value_converged,mu,value_error,whole_ms,topology_ms,setup_ms,setup_frame_ms,setup_cuts_ms,setup_event_ms,setup_panel_ms,nodes,evaluations,event_double_checks,event_dd_checks,event_dd_accepts,qf_family_constructions,event_qf_refinements,gq0,gq1,gq2,gq3,gq4,gr0,gr1,gr2,gr3,gr4
resonant,0.5,ValueFirst,1,1.0e-03,0,Converged,Converged,BudgetExceeded,1,13.960822824509574,0.012731107,1.343501,0.371719,0.969334,0.000024,0.001420,0.528874,0.002006,143,143,8,2,2,1,6,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.5,ValueFirst,1,1.0e-04,0,Converged,Converged,BudgetExceeded,1,13.960820125801241,0.0011646163,1.600539,0.376088,1.222921,0.000018,0.001441,0.524650,0.001750,215,215,8,2,2,1,6,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
close-binary,0.0,None,0,1.0e-03,0,Converged,Converged,Converged,1,8.1331861615733256,0.0074880942,1.294798,0.601137,0.693024,0.000018,0.001871,0.532465,0.003501,88,88,8,0,0,1,8,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,None,0,1.0e-04,0,Converged,Converged,Converged,1,8.1331871350959748,0.00034427416,1.348119,0.598074,0.748788,0.000018,0.001590,0.528601,0.001768,136,136,8,0,0,1,8,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,None,1,1.0e-03,0,Converged,Converged,Converged,1,8.0874897495427014,0.0073473169,1.126967,0.435199,0.690153,0.000025,0.001524,0.529019,0.001789,88,88,8,1,1,1,7,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,None,1,1.0e-04,0,Converged,Converged,Converged,1,8.0874907246957317,0.0003330452,1.182606,0.437486,0.743675,0.000018,0.001401,0.512593,0.001678,136,136,8,1,1,1,7,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
close-binary,0.0,Strict,0,1.0e-03,0,EventLocationLimited,Converged,EventLocationLimited,1,8.1331861615733256,0.0074880942,17.050485,0.602064,16.446560,0.000018,0.001707,0.540766,0.002608,3322,3322,8,0,0,1,8,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,Strict,0,1.0e-04,0,EventLocationLimited,Converged,EventLocationLimited,1,8.1331871350959748,0.00034427416,11.275567,0.659882,10.588516,0.000029,0.003245,0.575472,0.004124,3322,3322,8,0,0,1,8,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,Strict,1,1.0e-03,0,EventLocationLimited,Converged,EventLocationLimited,1,8.0874897495427014,0.0073473169,10.007936,0.517289,9.249462,0.000210,0.003445,0.561299,0.005675,2242,2242,8,1,1,1,7,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
close-binary,0.0,Strict,1,1.0e-04,0,EventLocationLimited,Converged,EventLocationLimited,1,8.0874907246957317,0.0003330452,9.616085,0.669725,8.915233,0.000114,0.003924,0.762906,0.004835,2242,2242,8,1,1,1,7,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited,EventLocationLimited
