rounds panel cell depth level slot R jac weight grad cold fd fdhalf value coldvalue reliable a b
1 0 1 0 3 4 0.55853523986032982 0.006480667265882362 0.36190476190476195 0.12987639063646469 0.12987639063646597 0.12987638780795061 0.12987639419709818 0.072465247120756929 0.07246524712075765 1 0.55440951894073376 0.56266096077992589
1 0 1 0 3 5 0.5562018780647644 0.0053446320983787238 0.39346389046652136 -3.3598849789578522 -3.3598849789578855 -3.3598849763710517 -3.3598849711256311 0.048988780187232121 0.0489887801872326 1 0.55440951894073376 0.56266096077992589
1 0 1 0 3 6 0.55483851579202248 0.0028775189219353405 0.24761904761904757 -5.3835877163550698 -5.3835877163551231 -5.3835877302775907 -5.3835877190003432 0.014150348394376327 0.014150348394376469 1 0.55440951894073376 0.56266096077992589
1 0 1 0 3 7 0.55443897638160311 0.00077304666068831298 0.17796468096204993 -5.9745054882616468 -5.9745054882617064 -5.974505593888189 -5.9745054859065849 0.0010202217164439092 0.0010202217164439194 1 0.55440951894073376 0.56266096077992589
1 1 5 0 4 1 0.84960890996532568 0.0061314674088350229 0.045211840092107561 14.105207286682894 14.105207286682894 14.105207248749425 14.105207284249344 5.4922865545717681 5.4922865545717681 1 0.83746378957463308 0.84972672439230312
1 1 5 0 4 2 0.8492599942267508 0.0061314674088350229 0.067639194288249882 14.18925781145702 14.18925781145702 14.189257785932478 14.189257857381861 5.3981077996210907 5.3981077996210907 1 0.83746378957463308 0.84972672439230312
1 1 5 0 4 3 0.8486933858127379 0.0061314674088350229 0.1167486898367929 14.331394945789384 14.331394945789384 14.331394921938546 14.331394841775825 5.2432652735625851 5.2432652735625851 1 0.83746378957463308 0.84972672439230312
1 1 5 0 4 4 0.8479308591668796 0.0061314674088350229 0.13111333111333112 14.538573796121588 14.538573796121588 14.538573810463935 14.538573777353246 5.0310127230153654 5.0310127230153654 1 0.83746378957463308 0.84972672439230312
1 1 5 0 4 5 0.84700171776054667 0.0061314674088350229 0.17101580153660526 14.82784956353807 14.82784956353807 14.827849558377098 14.827849516553069 4.7659302550121803 4.7659302550121803 1 0.83746378957463308 0.84972672439230312
1 1 5 0 4 6 0.84594166797691572 0.0061314674088350229 0.17363064698159136 15.232528250307144 15.232528250307144 15.232528268901897 15.232528254960554 4.4537367735434277 4.4537367735434277 1 0.83746378957463308 0.84972672439230312
1 1 5 0 4 7 0.84479144693468911 0.0061314674088350229 0.20035700186782759 15.808788032943042 15.808788032943042 15.808788071113746 15.808787978752351 4.1008885362484282 4.1008885362484282 1 0.83746378957463308 0.84972672439230312
