sample	physical_oracle	physical0	physical2	physical4
3895	6	0	0	1
3896	6	0	2	2
3897	6	0	2	2
3898	6	0	2	2
3899	6	0	1	2
3900	8	0	0	2
3901	8	0	0	2
3902	8	0	0	2
3903	8	0	0	2
3904	6	0	2	2
3905	6	0	2	2
3906	6	0	2	2
3907	8	0	0	2
3908	6	0	3	4
3909	6	0	3	4
3910	6	0	3	3
3911	6	0	3	3
3912	6	0	0	1
3913	6	0	0	1
3914	6	0	0	1
3915	6	0	0	1
3916	6	0	2	2
3917	6	0	2	2
3918	6	0	2	2
3919	6	0	1	2
3920	8	4	4	7
3921	8	4	4	7
3922	8	4	4	7
3923	8	4	4	7
3924	8	0	0	0
3925	8	0	0	0
3926	8	0	0	0
3927	8	0	0	0
3928	8	0	0	2
3929	8	0	0	2
3930	8	0	0	2
3931	6	0	0	2
3932	6	0	0	0
3933	6	0	0	0
3934	6	0	0	0
3935	6	0	0	0
3936	10	0	0	2
3937	10	0	0	2
3938	10	0	0	2
3939	10	0	1	2
3940	8	4	4	7
3941	8	4	4	7
3942	8	4	4	7
3943	8	4	4	7
3944	8	0	0	0
3945	8	0	0	0
3946	8	0	0	0
3947	8	0	0	0
3948	8	0	0	2
3949	8	0	0	2
3950	8	0	0	2
3951	6	0	0	2
3952	6	0	0	0
3953	6	0	0	0
3954	6	0	0	0
3955	6	0	0	0
3956	10	0	0	2
3957	10	0	0	2
3958	10	0	0	2
3959	10	0	1	2
3960	10	9	9	11
3961	10	9	9	11
3962	10	9	9	11
3963	10	9	8	10
3964	6	6	6	6
3965	6	6	6	6
3966	7	6	6	7
3967	6	6	6	6
3968	6	2	2	2
3969	6	2	2	2
3970	6	2	2	2
3971	6	2	2	2
3972	10	0	1	3
3973	10	0	1	3
3974	10	0	1	3
3975	10	0	1	1
3976	10	0	0	0
3977	10	0	0	0
3978	10	0	0	0
3979	10	0	0	0
3980	10	9	9	11
3981	10	9	9	11
3982	10	9	9	11
3983	10	9	8	10
3984	6	6	6	6
3985	6	6	6	6
3986	7	6	6	7
3987	6	6	6	6
3988	6	2	2	2
3989	6	2	2	2
3990	6	2	2	2
3991	6	2	2	2
3992	10	0	1	3
3993	10	0	1	3
3994	10	0	1	3
3995	10	0	1	1
3996	10	0	0	0
3997	10	0	0	0
3998	10	0	0	0
3999	10	0	0	0
4000	8	0	0	0
4001	8	0	0	0
4002	8	0	0	0
4003	8	0	0	0
4004	6	0	0	0
4005	6	0	0	0
4006	6	0	0	0
4007	8	0	0	0
4008	8	0	0	2
4009	6	0	0	2
4010	6	0	0	2
4011	6	0	0	2
4012	6	0	0	1
4013	6	0	0	1
4014	6	0	0	1
4015	6	0	0	1
4016	10	1	7	10
4017	10	1	6	10
4018	10	1	6	9
4019	10	1	4	10
4020	8	0	0	0
4021	8	0	0	0
4022	8	0	0	0
4023	8	0	0	0
4024	6	0	0	0
4025	6	0	0	0
4026	6	0	0	0
4027	8	0	0	0
4028	8	0	0	2
4029	6	0	0	2
4030	6	0	0	2
4031	6	0	0	2
4032	6	0	0	1
4033	6	0	0	1
4034	6	0	0	1
4035	6	0	0	1
4036	10	1	7	10
4037	10	1	6	10
4038	10	1	6	9
4039	10	1	4	10
4040	8	0	1	1
4041	8	0	1	1
4042	8	0	1	1
4043	8	0	1	1
4044	8	0	0	0
4045	8	0	0	0
4046	8	0	0	0
4047	8	0	0	0
4048	8	0	0	0
4049	8	0	0	0
4050	8	0	0	0
4051	8	0	0	0
4052	6	2	2	2
4053	6	2	2	2
4054	6	2	2	2
4055	6	2	2	2
4056	6	0	0	0
4057	6	0	0	0
4058	6	0	0	0
4059	6	0	0	0
4060	8	0	1	1
4061	8	0	1	1
4062	8	0	1	1
4063	8	0	1	1
4064	8	0	0	0
4065	8	0	0	0
4066	8	0	0	0
4067	8	0	0	0
4068	8	0	0	0
4069	8	0	0	0
4070	8	0	0	0
4071	8	0	0	0
4072	6	2	2	2
4073	6	2	2	2
4074	6	2	2	2
4075	6	2	2	2
4076	6	0	0	0
4077	6	0	0	0
4078	6	0	0	0
4079	6	0	0	0
4080	8	0	0	0
4081	8	0	0	0
4082	8	0	0	0
4083	8	0	0	0
4084	6	6	6	6
4085	6	6	6	6
4086	6	6	5	5
4087	8	6	5	7
4088	10	5	5	5
4089	10	5	5	5
4090	10	5	5	5
4091	8	5	5	5
4092	6	0	0	0
4093	6	0	0	0
4094	6	0	0	0
4095	6	0	0	0
4096	10	0	0	0
4097	10	0	0	0
4098	10	0	0	0
4099	10	0	0	0
4100	8	0	0	0
4101	8	0	0	0
4102	8	0	0	0
4103	8	0	0	0
4104	6	6	6	6
4105	6	6	6	6
4106	6	6	5	5
4107	8	6	5	7
4108	10	5	5	5
4109	10	5	5	5
4110	10	5	5	5
4111	8	5	5	5
4112	6	0	0	0
4113	6	0	0	0
4114	6	0	0	0
4115	6	0	0	0
4116	10	0	0	0
4117	10	0	0	0
4118	10	0	0	0
4119	10	0	0	0
4120	8	0	0	0
4121	8	0	0	0
4122	8	0	0	0
4123	8	0	0	0
4124	8	0	0	0
4125	8	0	0	0
4126	8	0	0	0
4127	8	0	0	0
4128	8	0	0	0
4129	8	0	0	0
4130	8	0	0	0
4131	8	0	0	0
4132	10	0	2	2
4133	10	0	2	2
4134	10	0	2	2
4135	10	0	2	2
4136	10	0	0	0
4137	10	0	0	0
4138	10	0	0	0
4139	10	0	0	0
4140	8	0	0	0
4141	8	0	0	0
4142	8	0	0	0
4143	8	0	0	0
4144	8	0	0	0
4145	8	0	0	0
4146	8	0	0	0
4147	8	0	0	0
4148	8	0	0	0
4149	8	0	0	0
4150	8	0	0	0
4151	8	0	0	0
4152	10	0	2	2
4153	10	0	2	2
4154	10	0	2	2
4155	10	0	2	2
4156	10	0	0	0
4157	10	0	0	0
4158	10	0	0	0
4159	10	0	0	0
4160	6	2	6	6
4161	6	2	6	6
4162	6	2	6	6
4163	6	2	6	6
4164	4	0	2	2
4165	4	0	2	2
4166	4	0	2	2
4167	4	0	2	2
4168	4	0	2	2
4169	6	0	2	2
4170	6	0	2	2
4171	6	0	2	2
4172	6	2	3	5
4173	6	2	3	5
4174	6	2	4	5
4175	6	2	4	5
4176	6	2	2	2
4177	6	2	2	2
4178	6	2	2	2
4179	6	2	2	2
4180	6	2	6	6
4181	6	2	6	6
4182	6	2	6	6
4183	6	2	6	6
4184	4	0	2	2
4185	4	0	2	2
4186	4	0	2	2
4187	4	0	2	2
4188	4	0	2	2
4189	6	0	2	2
4190	6	0	2	2
4191	6	0	2	2
4192	6	2	3	5
4193	6	2	3	5
4194	6	2	4	5
4195	6	2	4	5
4196	6	2	2	2
4197	6	2	2	2
4198	6	2	2	2
4199	6	2	2	2
4200	8	0	0	0
4201	8	0	0	0
4202	8	0	0	0
4203	8	0	0	0
4204	8	0	0	0
4205	8	0	0	0
4206	8	0	0	0
4207	8	0	0	0
4208	8	0	0	0
4209	8	0	0	0
4210	8	0	0	0
4211	8	0	0	0
4212	10	0	0	0
4213	10	0	0	0
4214	10	0	0	0
4215	10	0	0	0
4216	6	0	0	0
4217	6	0	0	0
4218	6	0	0	0
4219	6	0	0	0
4220	8	0	0	0
4221	8	0	0	0
4222	8	0	0	0
4223	8	0	0	0
4224	8	0	0	0
4225	8	0	0	0
4226	8	0	0	0
4227	8	0	0	0
4228	8	0	0	0
4229	8	0	0	0
4230	8	0	0	0
4231	8	0	0	0
4232	10	0	0	0
4233	10	0	0	0
4234	10	0	0	0
4235	10	0	0	0
4236	6	0	0	0
4237	6	0	0	0
4238	6	0	0	0
4239	6	0	0	0
4240	4	2	3	5
4241	4	2	2	5
4242	4	2	2	5
4243	4	2	2	5
4244	4	2	2	3
4245	4	2	2	3
4246	4	2	2	3
4247	4	2	2	3
4248	6	2	5	6
4249	9	3	7	8
4250	10	2	8	10
4251	10	2	8	10
4252	6	2	2	2
4253	6	2	2	2
4254	6	2	2	2
4255	6	2	2	2
4256	6	2	2	3
4257	6	2	2	3
4258	6	2	2	3
4259	6	2	2	3
4260	4	2	3	5
4261	4	2	2	5
4262	4	2	2	5
4263	4	2	2	5
4264	4	2	2	3
4265	4	2	2	3
4266	4	2	2	3
4267	4	2	2	3
4268	6	2	5	6
4269	9	3	7	8
4270	10	2	8	10
4271	10	2	8	10
4272	6	2	2	2
4273	6	2	2	2
4274	6	2	2	2
4275	6	2	2	2
4276	6	2	2	3
4277	6	2	2	3
4278	6	2	2	3
4279	6	2	2	3
4280	8	2	2	2
4281	8	2	2	2
4282	8	2	2	2
4283	8	2	2	2
4284	8	0	0	0
4285	8	0	0	0
4286	8	0	0	0
4287	8	0	0	0
4288	8	4	4	4
4289	8	4	4	4
4290	10	4	4	6
4291	8	5	5	5
4292	6	0	0	0
4293	6	0	0	0
4294	6	0	0	1
4295	6	0	0	0
4296	10	0	0	0
4297	10	0	0	0
4298	10	0	0	0
4299	10	0	0	0
4300	8	2	2	2
4301	8	2	2	2
4302	8	2	2	2
4303	8	2	2	2
4304	8	0	0	0
4305	8	0	0	0
4306	8	0	0	0
4307	8	0	0	0
4308	8	4	4	4
4309	8	4	4	4
4310	10	4	4	6
4311	8	5	5	5
4312	6	0	0	0
4313	6	0	0	0
4314	6	0	0	1
4315	6	0	0	0
4316	10	0	0	0
4317	10	0	0	0
4318	10	0	0	0
4319	10	0	0	0
4320	4	0	0	0
4321	4	0	0	0
4322	4	0	0	0
4323	4	0	0	0
4324	6	0	0	0
4325	6	0	0	0
4326	6	0	0	0
4327	6	0	0	0
4328	6	0	0	0
4329	6	0	0	0
4330	6	0	0	0
4331	6	0	0	0
4332	6	2	2	2
4333	6	2	2	2
4334	6	2	2	2
4335	6	2	2	2
4336	6	2	2	2
4337	6	2	2	2
4338	6	2	2	2
4339	6	2	2	2
4340	4	0	0	0
4341	4	0	0	0
4342	4	0	0	0
4343	4	0	0	0
4344	6	0	0	0
4345	6	0	0	0
4346	6	0	0	0
4347	6	0	0	0
4348	6	0	0	0
4349	6	0	0	0
4350	6	0	0	0
4351	6	0	0	0
4352	6	2	2	2
4353	6	2	2	2
4354	6	2	2	2
4355	6	2	2	2
4356	6	2	2	2
4357	6	2	2	2
4358	6	2	2	2
4359	6	2	2	2
4360	8	0	4	6
4361	8	0	5	8
4362	6	0	4	6
4363	6	0	4	5
4364	6	0	1	5
4365	4	0	1	1
4366	4	0	1	1
4367	6	0	1	3
4368	6	0	3	5
4369	6	0	1	3
4370	6	0	1	3
4371	6	0	0	2
4372	6	0	1	2
4373	6	0	1	2
4374	6	0	1	2
4375	6	0	1	3
4376	6	0	2	2
4377	6	0	2	2
4378	6	0	2	2
4379	6	0	2	2
4380	8	0	4	6
4381	8	0	5	8
4382	6	0	4	6
4383	6	0	4	5
4384	6	0	1	5
4385	4	0	1	1
4386	4	0	1	1
4387	6	0	1	3
4388	6	0	3	5
4389	6	0	1	3
4390	6	0	1	3
4391	6	0	0	2
4392	6	0	1	2
4393	6	0	1	2
4394	6	0	1	2
4395	6	0	1	3
4396	6	0	2	2
4397	6	0	2	2
4398	6	0	2	2
4399	6	0	2	2
4400	4	4	4	4
4401	4	4	4	4
4402	4	4	4	4
4403	4	4	4	4
4404	8	0	0	2
4405	8	0	0	3
4406	8	0	0	2
4407	8	0	0	1
4408	6	0	0	0
4409	6	0	0	0
4410	6	0	0	0
4411	6	0	0	0
4412	6	0	0	0
4413	6	0	0	0
4414	6	0	0	0
4415	6	0	0	0
4416	9	6	7	7
4417	10	6	8	8
4418	9	6	7	7
4419	10	6	8	8
4420	4	4	4	4
4421	4	4	4	4
4422	4	4	4	4
4423	4	4	4	4
4424	8	0	0	2
4425	8	0	0	3
4426	8	0	0	2
4427	8	0	0	1
4428	6	0	0	0
4429	6	0	0	0
4430	6	0	0	0
4431	6	0	0	0
4432	6	0	0	0
4433	6	0	0	0
4434	6	0	0	0
4435	6	0	0	0
4436	9	6	7	7
4437	10	6	8	8
4438	9	6	7	7
4439	10	6	8	8
4440	6	0	0	0
4441	6	0	0	0
4442	6	0	0	0
4443	6	0	0	0
4444	6	0	0	0
4445	6	0	0	0
4446	6	0	0	0
4447	6	0	0	0
4448	6	0	0	0
4449	6	0	0	0
4450	6	0	0	0
4451	6	0	0	0
4452	6	0	0	0
4453	6	0	0	0
4454	6	0	0	0
4455	6	0	0	0
4456	6	0	0	0
4457	6	0	0	0
4458	6	0	0	0
4459	6	0	0	0
4460	6	0	0	0
4461	6	0	0	0
4462	6	0	0	0
4463	6	0	0	0
4464	6	0	0	0
4465	6	0	0	0
4466	6	0	0	0
4467	6	0	0	0
4468	6	0	0	0
4469	6	0	0	0
4470	6	0	0	0
4471	6	0	0	0
4472	6	0	0	0
4473	6	0	0	0
4474	6	0	0	0
4475	6	0	0	0
4476	6	0	0	0
4477	6	0	0	0
4478	6	0	0	0
4479	6	0	0	0
4480	8	0	0	0
4481	8	0	0	0
4482	8	0	0	0
4483	8	0	0	0
4484	8	0	0	0
4485	8	0	0	0
4486	8	0	0	0
4487	6	0	0	0
4488	8	0	0	0
4489	8	0	0	0
4490	8	0	0	0
4491	8	0	0	0
4492	10	4	7	9
4493	10	4	7	9
4494	10	4	7	10
4495	10	4	7	10
4496	10	0	0	0
4497	10	0	0	0
4498	10	0	0	0
4499	10	0	0	0
4500	8	0	0	0
4501	8	0	0	0
4502	8	0	0	0
4503	8	0	0	0
4504	8	0	0	0
4505	8	0	0	0
4506	8	0	0	0
4507	6	0	0	0
4508	8	0	0	0
4509	8	0	0	0
4510	8	0	0	0
4511	8	0	0	0
4512	10	4	7	9
4513	10	4	7	9
4514	10	4	7	10
4515	10	4	7	10
4516	10	0	0	0
4517	10	0	0	0
4518	10	0	0	0
4519	10	0	0	0
4520	8	0	2	2
4521	8	0	2	2
4522	8	0	2	2
4523	8	0	2	2
4524	8	2	2	2
4525	8	2	2	2
4526	8	2	2	2
4527	8	2	2	2
4528	8	2	2	2
4529	6	2	2	2
4530	6	2	2	2
4531	6	2	2	2
4532	6	0	1	2
4533	6	0	1	2
4534	6	0	1	2
4535	6	0	1	2
4536	6	0	0	0
4537	6	0	0	0
4538	6	0	0	0
4539	6	0	0	0
4540	8	0	2	2
4541	8	0	2	2
4542	8	0	2	2
4543	8	0	2	2
4544	8	2	2	2
4545	8	2	2	2
4546	8	2	2	2
4547	8	2	2	2
4548	8	2	2	2
4549	6	2	2	2
4550	6	2	2	2
4551	6	2	2	2
4552	6	0	1	2
4553	6	0	1	2
4554	6	0	1	2
4555	6	0	1	2
4556	6	0	0	0
4557	6	0	0	0
4558	6	0	0	0
4559	6	0	0	0
4560	6	6	6	6
4561	6	6	6	7
4562	6	6	6	7
4563	6	6	6	7
4564	8	1	1	1
4565	8	1	1	1
4566	8	1	1	1
4567	8	1	1	1
4568	6	0	0	0
4569	6	0	0	0
4570	6	0	0	0
4571	6	0	0	0
4572	10	0	0	2
4573	10	0	0	2
4574	10	0	0	2
4575	10	0	0	2
4576	6	0	0	0
4577	6	0	0	0
4578	6	0	0	0
4579	6	0	0	0
4580	6	6	6	6
4581	6	6	6	7
4582	6	6	6	7
4583	6	6	6	7
4584	8	1	1	1
4585	8	1	1	1
4586	8	1	1	1
4587	8	1	1	1
4588	6	0	0	0
4589	6	0	0	0
4590	6	0	0	0
4591	6	0	0	0
4592	10	0	0	2
4593	10	0	0	2
4594	10	0	0	2
4595	10	0	0	2
4596	6	0	0	0
4597	6	0	0	0
4598	6	0	0	0
4599	6	0	0	0
4600	6	8	7	8
4601	6	8	7	7
4602	8	8	8	8
4603	8	8	8	8
4604	8	0	0	1
4605	8	0	0	1
4606	8	0	0	2
4607	8	0	0	2
4608	6	5	5	5
4609	6	5	5	5
4610	8	7	7	7
4611	8	7	6	6
4612	6	0	0	0
4613	6	0	0	0
4614	6	0	0	0
4615	6	0	0	0
4616	10	0	1	4
4617	10	0	1	4
4618	10	0	2	4
4619	10	0	0	4
4620	6	8	7	8
4621	6	8	7	7
4622	8	8	8	8
4623	8	8	8	8
4624	8	0	0	1
4625	8	0	0	1
4626	8	0	0	2
4627	8	0	0	2
4628	6	5	5	5
4629	6	5	5	5
4630	8	7	7	7
4631	8	7	6	6
4632	6	0	0	0
4633	6	0	0	0
4634	6	0	0	0
4635	6	0	0	0
4636	10	0	1	4
4637	10	0	1	4
4638	10	0	2	4
4639	10	0	0	4
4640	4	4	4	4
4641	4	4	4	4
4642	4	4	4	4
4643	4	4	4	4
4644	6	0	2	3
4645	6	0	2	2
4646	6	0	2	2
4647	6	0	2	2
4648	8	2	2	2
4649	8	2	2	5
4650	6	2	2	2
4651	6	2	2	2
4652	6	2	2	6
4653	6	2	2	5
4654	6	2	2	2
4655	6	2	2	4
4656	6	0	2	2
4657	6	0	2	2
4658	6	0	2	2
4659	6	0	2	2
4660	4	4	4	4
4661	4	4	4	4
4662	4	4	4	4
4663	4	4	4	4
4664	6	0	2	3
4665	6	0	2	2
4666	6	0	2	2
4667	6	0	2	2
4668	8	2	2	2
4669	8	2	2	5
4670	6	2	2	2
4671	6	2	2	2
4672	6	2	2	6
4673	6	2	2	5
4674	6	2	2	2
4675	6	2	2	4
4676	6	0	2	2
4677	6	0	2	2
4678	6	0	2	2
4679	6	0	2	2
4680	10	5	4	5
4681	10	5	5	9
4682	10	7	6	8
4683	10	6	6	8
4684	8	0	0	0
4685	8	0	0	0
4686	8	0	0	0
4687	6	0	0	0
4688	8	0	0	0
4689	8	0	0	0
4690	6	0	0	0
4691	6	0	0	0
4692	6	2	2	2
4693	6	2	2	2
4694	6	2	2	2
4695	6	2	2	2
4696	6	0	0	0
4697	6	0	0	0
4698	6	0	0	0
4699	6	0	0	0
4700	10	5	4	5
4701	10	5	5	9
4702	10	7	6	8
4703	10	6	6	8
4704	8	0	0	0
4705	8	0	0	0
4706	8	0	0	0
4707	6	0	0	0
4708	8	0	0	0
4709	8	0	0	0
4710	6	0	0	0
4711	6	0	0	0
4712	6	2	2	2
4713	6	2	2	2
4714	6	2	2	2
4715	6	2	2	2
4716	6	0	0	0
4717	6	0	0	0
4718	6	0	0	0
4719	6	0	0	0
4720	6	0	2	2
4721	6	0	2	2
4722	8	0	2	2
4723	8	0	2	2
4724	8	0	0	1
4725	8	0	0	1
4726	8	0	0	1
4727	8	0	1	1
4728	8	0	2	2
4729	8	0	2	2
4730	8	0	2	2
4731	8	0	2	2
4732	10	1	1	3
4733	10	0	1	3
4734	10	0	1	3
4735	10	0	1	3
4736	6	0	0	2
4737	6	0	0	1
4738	6	0	0	1
4739	6	0	0	0
4740	6	0	2	2
4741	6	0	2	2
4742	8	0	2	2
4743	8	0	2	2
4744	8	0	0	1
4745	8	0	0	1
4746	8	0	0	1
4747	8	0	1	1
4748	8	0	2	2
4749	8	0	2	2
4750	8	0	2	2
4751	8	0	2	2
4752	10	1	1	3
4753	10	0	1	3
4754	10	0	1	3
4755	10	0	1	3
4756	6	0	0	2
4757	6	0	0	1
4758	6	0	0	1
4759	6	0	0	0
4760	8	0	3	5
4761	8	0	3	5
4762	7	0	3	4
4763	8	0	3	6
4764	6	0	6	6
4765	6	0	6	6
4766	6	1	6	6
4767	6	3	6	6
4768	6	0	0	2
4769	6	0	0	5
4770	6	0	1	4
4771	6	0	3	5
4772	6	0	1	2
4773	6	0	1	2
4774	6	0	1	1
4775	6	0	1	1
4776	6	0	2	2
4777	6	0	2	3
4778	6	0	2	3
4779	6	0	2	2
4780	8	0	3	5
4781	8	0	3	5
4782	7	0	3	4
4783	8	0	3	6
4784	6	0	6	6
4785	6	0	6	6
4786	6	1	6	6
4787	6	3	6	6
4788	6	0	0	2
4789	6	0	0	5
4790	6	0	1	4
4791	6	0	3	5
4792	6	0	1	2
4793	6	0	1	2
4794	6	0	1	1
4795	6	0	1	1
4796	6	0	2	2
4797	6	0	2	3
4798	6	0	2	3
4799	6	0	2	2
4800	8	0	0	0
4801	8	0	0	0
4802	8	0	0	0
4803	8	0	0	0
4804	8	0	0	2
4805	8	0	0	2
4806	8	0	0	2
4807	8	0	0	2
4808	8	0	0	2
4809	8	0	0	2
4810	8	0	0	2
4811	8	0	0	2
4812	4	2	2	2
4813	5	2	2	3
4814	5	2	2	3
4815	5	2	2	3
4816	6	2	2	2
4817	6	2	2	2
4818	6	2	2	2
4819	6	2	2	2
4820	8	0	0	0
4821	8	0	0	0
4822	8	0	0	0
4823	8	0	0	0
4824	8	0	0	2
4825	8	0	0	2
4826	8	0	0	2
4827	8	0	0	2
4828	8	0	0	2
4829	8	0	0	2
4830	8	0	0	2
4831	8	0	0	2
4832	4	2	2	2
4833	5	2	2	3
4834	5	2	2	3
4835	5	2	2	3
4836	6	2	2	2
4837	6	2	2	2
4838	6	2	2	2
4839	6	2	2	2
4840	6	1	6	6
4841	6	1	6	6
4842	6	1	6	6
4843	6	1	6	6
4844	6	0	6	6
4845	6	0	6	6
4846	6	0	6	6
4847	6	1	6	6
4848	6	0	6	6
4849	10	3	10	10
4850	10	0	6	7
4851	10	0	7	8
4852	6	0	1	2
4853	6	0	1	2
4854	6	0	1	2
4855	6	0	1	2
4856	6	0	1	2
4857	6	0	1	2
4858	6	0	1	2
4859	6	0	1	2
4860	6	1	6	6
4861	6	1	6	6
4862	6	1	6	6
4863	6	1	6	6
4864	6	0	6	6
4865	6	0	6	6
4866	6	0	6	6
4867	6	1	6	6
4868	6	0	6	6
4869	10	3	10	10
4870	10	0	6	7
4871	10	0	7	8
4872	6	0	1	2
4873	6	0	1	2
4874	6	0	1	2
4875	6	0	1	2
4876	6	0	1	2
4877	6	0	1	2
4878	6	0	1	2
4879	6	0	1	2
4880	8	0	0	0
4881	8	0	0	0
4882	8	0	0	0
4883	8	0	0	0
4884	8	0	0	0
4885	8	0	0	0
4886	8	0	0	0
4887	8	0	0	0
4888	8	0	0	0
4889	8	0	0	0
4890	8	0	0	0
4891	8	0	0	0
4892	6	2	2	2
4893	6	2	2	2
4894	6	2	2	2
4895	6	2	2	2
4896	6	0	0	0
4897	6	0	0	0
4898	6	0	0	0
4899	6	0	0	0
4900	8	0	0	0
4901	8	0	0	0
4902	8	0	0	0
4903	8	0	0	0
4904	8	0	0	0
4905	8	0	0	0
4906	8	0	0	0
4907	8	0	0	0
4908	8	0	0	0
4909	8	0	0	0
4910	8	0	0	0
4911	8	0	0	0
4912	6	2	2	2
4913	6	2	2	2
4914	6	2	2	2
4915	6	2	2	2
4916	6	0	0	0
4917	6	0	0	0
4918	6	0	0	0
4919	6	0	0	0
4920	8	6	6	8
4921	8	8	8	8
4922	8	8	8	8
4923	8	8	8	8
4924	6	0	2	2
4925	6	0	2	2
4926	6	0	2	2
4927	6	0	2	2
4928	6	0	0	1
4929	6	0	0	0
4930	6	0	0	0
4931	6	0	0	0
4932	6	0	0	0
4933	6	0	0	0
4934	6	0	0	0
4935	6	0	0	0
4936	6	0	0	0
4937	6	0	0	0
4938	6	0	0	0
4939	6	0	0	0
4940	8	6	6	8
4941	8	8	8	8
4942	8	8	8	8
4943	8	8	8	8
4944	6	0	2	2
4945	6	0	2	2
4946	6	0	2	2
4947	6	0	2	2
4948	6	0	0	1
4949	6	0	0	0
4950	6	0	0	0
4951	6	0	0	0
4952	6	0	0	0
4953	6	0	0	0
4954	6	0	0	0
4955	6	0	0	0
4956	6	0	0	0
4957	6	0	0	0
4958	6	0	0	0
4959	6	0	0	0
4960	8	0	0	0
4961	8	0	0	0
4962	8	0	0	0
4963	8	0	0	0
4964	8	0	0	0
4965	8	0	0	0
4966	8	0	0	0
4967	8	0	0	0
4968	10	0	0	0
4969	8	0	0	0
4970	8	0	0	0
4971	8	0	0	0
4972	6	0	0	0
4973	6	0	0	0
4974	6	0	0	0
4975	6	0	0	0
4976	6	0	0	0
4977	6	0	0	0
4978	6	0	0	0
4979	6	0	0	0
4980	8	0	0	0
4981	8	0	0	0
4982	8	0	0	0
4983	8	0	0	0
4984	8	0	0	0
4985	8	0	0	0
4986	8	0	0	0
4987	8	0	0	0
4988	10	0	0	0
4989	8	0	0	0
4990	8	0	0	0
4991	8	0	0	0
4992	6	0	0	0
4993	6	0	0	0
4994	6	0	0	0
4995	6	0	0	0
4996	6	0	0	0
4997	6	0	0	0
4998	6	0	0	0
4999	6	0	0	0
5000	6	2	2	2
5001	6	2	2	2
5002	6	2	2	2
5003	6	2	2	2
5004	8	0	0	0
5005	8	0	0	0
5006	8	0	0	0
5007	8	0	0	0
5008	8	0	0	0
5009	8	0	0	0
5010	8	0	0	0
5011	8	0	0	0
5012	6	2	2	2
5013	6	2	2	2
5014	6	2	2	2
5015	6	2	2	2
5016	10	2	2	2
5017	10	2	2	2
5018	10	2	2	2
5019	10	2	2	2
5020	6	2	2	2
5021	6	2	2	2
5022	6	2	2	2
5023	6	2	2	2
5024	8	0	0	0
5025	8	0	0	0
5026	8	0	0	0
5027	8	0	0	0
5028	8	0	0	0
5029	8	0	0	0
5030	8	0	0	0
5031	8	0	0	0
5032	6	2	2	2
5033	6	2	2	2
5034	6	2	2	2
5035	6	2	2	2
5036	10	2	2	2
5037	10	2	2	2
5038	10	2	2	2
5039	10	2	2	2
5040	6	0	3	6
5041	6	0	3	6
5042	6	0	3	6
5043	6	0	4	6
5044	4	0	2	3
5045	4	0	2	3
5046	4	0	2	3
5047	4	0	3	3
5048	6	0	3	3
5049	6	0	2	5
5050	6	0	2	3
5051	6	0	2	3
5052	6	0	2	3
5053	6	0	2	3
5054	6	0	2	4
5055	6	0	2	4
5056	6	0	1	3
5057	6	0	1	3
5058	6	0	1	3
5059	6	0	2	4
5060	6	0	3	6
5061	6	0	3	6
5062	6	0	3	6
5063	6	0	4	6
5064	4	0	2	3
5065	4	0	2	3
5066	4	0	2	3
5067	4	0	3	3
5068	6	0	3	3
5069	6	0	2	5
5070	6	0	2	3
5071	6	0	2	3
5072	6	0	2	3
5073	6	0	2	3
5074	6	0	2	4
5075	6	0	2	4
5076	6	0	1	3
5077	6	0	1	3
5078	6	0	1	3
5079	6	0	2	4
5080	8	0	0	0
5081	8	0	0	0
5082	8	0	0	0
5083	8	0	0	0
5084	10	4	4	6
5085	10	4	4	6
5086	10	4	4	6
5087	10	4	4	8
5088	6	0	0	0
5089	6	0	0	0
5090	6	0	0	0
5091	6	0	0	0
5092	10	2	2	2
5093	10	2	2	2
5094	10	2	2	2
5095	10	2	2	2
5096	10	0	0	2
5097	10	0	1	2
5098	10	0	1	3
5099	10	0	1	2
5100	8	0	0	0
5101	8	0	0	0
5102	8	0	0	0
5103	8	0	0	0
5104	10	4	4	6
5105	10	4	4	6
5106	10	4	4	6
5107	10	4	4	8
5108	6	0	0	0
5109	6	0	0	0
5110	6	0	0	0
5111	6	0	0	0
5112	10	2	2	2
5113	10	2	2	2
5114	10	2	2	2
5115	10	2	2	2
5116	10	0	0	2
5117	10	0	1	2
5118	10	0	1	3
5119	10	0	1	2
5120	6	0	4	6
5121	5	0	4	5
5122	6	0	4	6
5123	6	1	4	6
5124	4	0	2	3
5125	4	0	3	4
5126	6	0	4	6
5127	6	0	3	5
5128	8	0	2	5
5129	4	0	1	4
5130	4	0	1	3
5131	4	0	2	5
5132	6	0	1	2
5133	6	0	1	3
5134	6	0	1	2
5135	6	0	1	2
5136	6	0	2	2
5137	6	0	2	2
5138	6	0	2	2
5139	6	0	2	2
5140	6	0	4	6
5141	5	0	4	5
5142	6	0	4	6
5143	6	1	4	6
5144	4	0	2	3
5145	4	0	3	4
5146	6	0	4	6
5147	6	0	3	5
5148	8	0	2	5
5149	4	0	1	4
5150	4	0	1	3
5151	4	0	2	5
5152	6	0	1	2
5153	6	0	1	3
5154	6	0	1	2
5155	6	0	1	2
5156	6	0	2	2
5157	6	0	2	2
5158	6	0	2	2
5159	6	0	2	2
5160	6	6	6	6
5161	6	6	6	6
5162	6	6	6	6
5163	6	6	6	6
5164	8	0	0	0
