name,u,rtol,stop,component,Q,budget,error,radial,inner,geometry,event,roundoff,nodes
resonant,0,1e-06,EventLocationLimited,5,-2.8705634761949268,2.87056348e-06,4.32091649e-05,1.23600095e-05,0,4.34065148e-10,3.08487213e-05,1.78806196e-14,319
resonant,0,1e-08,EventLocationLimited,0,13.730115998899567,1.3730116e-07,8.40473813e-08,8.4046952e-08,0,1.67214744e-13,2.55923955e-13,6.09739637e-15,351
resonant,0,1e-08,EventLocationLimited,1,155.52847192267348,1.55528472e-06,6.25685447e-05,2.26280022e-05,0,1.41045369e-09,3.9939132e-05,1.22217522e-13,351
resonant,0,1e-08,EventLocationLimited,2,-93.344503178729298,1e-06,5.73324938e-05,1.93578669e-05,0,4.83468432e-09,3.79697922e-05,9.31735116e-14,351
resonant,0,1e-08,EventLocationLimited,3,-97.151214262489518,1e-06,9.64690529e-05,3.18375972e-05,0,5.42201721e-09,6.46260332e-05,4.39111003e-13,351
resonant,0,1e-08,EventLocationLimited,4,-42.286494694532188,1e-06,4.68575266e-05,1.10210291e-05,0,1.84407543e-09,3.58346534e-05,5.41165966e-14,351
resonant,0,1e-08,EventLocationLimited,5,-2.8705634761934435,1e-06,3.28236559e-05,1.97450052e-06,0,4.34068127e-10,3.08487213e-05,1.78806196e-14,351
resonant,0.5,0.001,Converged,0,13.877484232546381,0.0138774842,0.0128503658,0.0128502971,6.86478973e-08,1.96713537e-13,2.60430305e-13,6.16284101e-15,10427
resonant,0.5,0.001,Converged,1,166.7113595406349,0.16671136,0.00622811663,0.000297268093,0.00590670713,1.84766248e-09,2.41395563e-05,1.2245231e-13,10427
resonant,0.5,0.001,Converged,2,-122.31932763719009,0.122319328,0.00845463809,0.000214810566,0.00821701311,9.98254804e-09,2.28044354e-05,1.10220326e-13,10427
resonant,0.5,0.001,Converged,3,-85.564484225232547,0.0855644842,0.0103290288,0.000602762029,0.00968730242,1.04094612e-08,3.89538986e-05,4.32299506e-13,10427
resonant,0.5,0.001,Converged,4,-44.316873265970976,0.0443168733,0.00310683367,0.000112149426,0.0029730205,3.5045855e-09,2.16602419e-05,5.79013295e-14,10427
resonant,0.5,0.001,Converged,5,-2.9008846132643833,0.00290088461,0.000654835896,2.27602045e-05,0.000613365244,7.19396988e-10,1.87097277e-05,1.88406257e-14,10427
resonant,0.5,0.0001,InnerAccuracyLimited,0,13.877481553095594,0.00138774816,0.00138595502,0.00138587835,7.66691282e-08,2.01197753e-13,2.39856923e-13,6.16283982e-15,351
resonant,0.5,0.0001,InnerAccuracyLimited,1,166.7113511578666,0.0166711351,0.0173563518,0.0114258632,0.00590629204,8.46340394e-10,2.41957038e-05,1.22451329e-13,351
resonant,0.5,0.0001,InnerAccuracyLimited,2,-122.31934038420768,0.012231934,0.0130494404,0.0047977286,0.00822878301,2.9008235e-09,2.29259261e-05,1.10220332e-13,351
resonant,0.5,0.0001,InnerAccuracyLimited,3,-85.564469649909626,0.00855644696,0.0229916806,0.0132632458,0.00968939472,3.25728718e-09,3.90367558e-05,4.32293689e-13,351
resonant,0.5,0.0001,InnerAccuracyLimited,4,-44.316878049334846,0.0044316878,0.00667319708,0.00367326189,0.00297822048,1.1064645e-09,2.17135966e-05,5.78985406e-14,351
resonant,0.5,0.0001,InnerAccuracyLimited,5,-2.9008856032257095,0.00029008856,0.00146974779,0.000836978291,0.000614049347,2.6044529e-10,1.87198957e-05,1.88404115e-14,351
resonant,0.5,1e-05,InnerAccuracyLimited,0,13.87748142586519,0.000138774814,9.86054729e-05,9.85288033e-05,7.66691386e-08,2.01206314e-13,2.37685251e-13,6.16283976e-15,255
resonant,0.5,1e-05,InnerAccuracyLimited,1,166.71136360749799,0.00166711364,0.0303352228,0.0244171914,0.00589381026,7.25597588e-10,2.42204157e-05,1.22454899e-13,255
resonant,0.5,1e-05,InnerAccuracyLimited,2,-122.31932038489197,0.0012231932,0.0326433352,0.0243748418,0.00824549367,2.33606044e-09,2.29973913e-05,1.10213439e-13,255
resonant,0.5,1e-05,InnerAccuracyLimited,3,-85.564493200494894,0.000855644932,0.0450997795,0.0354332884,0.00962738868,2.67982484e-09,3.90997664e-05,4.3230582e-13,255
resonant,0.5,1e-05,InnerAccuracyLimited,4,-44.316870806387904,0.000443168708,0.0137323249,0.0107455749,0.00296500871,8.9979107e-10,2.17404507e-05,5.78957629e-14,255
resonant,0.5,1e-05,InnerAccuracyLimited,5,-2.9008841098926639,2.90088411e-05,0.00292306337,0.00229353822,0.000610799671,2.12215762e-10,1.87252621e-05,1.88411424e-14,255
resonant,0.5,1e-06,InnerAccuracyLimited,0,13.8774814244188,1.38774814e-05,6.94052543e-06,6.86482e-06,7.57049856e-08,2.00943414e-13,2.37704799e-13,6.16283976e-15,287
resonant,0.5,1e-06,InnerAccuracyLimited,1,166.71136351747228,0.000166711364,0.0225277315,0.0166097651,0.00589374778,8.46342328e-10,2.42178298e-05,1.22449086e-13,287
resonant,0.5,1e-06,InnerAccuracyLimited,2,-122.31932052195921,0.000122319321,0.0213891454,0.0131206932,0.00824546406,2.90082486e-09,2.29852106e-05,1.10220323e-13,287
resonant,0.5,1e-06,InnerAccuracyLimited,3,-85.564493043993878,8.5564493e-05,0.0327350972,0.0230687356,0.00962727105,3.25729624e-09,3.90873477e-05,4.32294729e-13,287
resonant,0.5,1e-06,InnerAccuracyLimited,4,-44.316870855810102,4.43168709e-05,0.00967494881,0.00668823414,0.00296497758,1.10646488e-09,2.17359884e-05,5.78957629e-14,287
resonant,0.5,1e-06,InnerAccuracyLimited,5,-2.9008841200788367,2.90088412e-06,0.00208813474,0.00145861692,0.000610793339,2.60445481e-10,1.87242213e-05,1.88411424e-14,287
resonant,0.5,1e-08,InnerAccuracyLimited,0,13.877481424397956,1.38774814e-07,1.34401372e-07,5.86959423e-08,7.57049844e-08,2.01291364e-13,2.37599889e-13,6.16283976e-15,327
resonant,0.5,1e-08,InnerAccuracyLimited,1,166.71136401425755,1.66711364e-06,0.0123778495,0.00645995629,0.0058937477,2.10177321e-09,2.41434035e-05,1.22449086e-13,327
resonant,0.5,1e-08,InnerAccuracyLimited,2,-122.31932063608973,1.22319321e-06,0.0185197797,0.0102513692,0.00824546404,3.18905323e-09,2.29432845e-05,1.10220323e-13,327
resonant,0.5,1e-08,InnerAccuracyLimited,3,-85.564492533268051,1e-06,0.0218170763,0.0121507605,0.00962727096,4.54540345e-09,3.90403697e-05,4.32296319e-13,327
resonant,0.5,1e-08,InnerAccuracyLimited,4,-44.316870716301302,1e-06,0.00671914366,0.00373245677,0.00296497755,1.45915281e-09,2.17078765e-05,5.7895763e-14,327
resonant,0.5,1e-08,InnerAccuracyLimited,5,-2.9008840871705543,1e-06,0.00139997175,0.000770459591,0.000610793333,3.43653512e-10,1.87184775e-05,1.88411424e-14,327
close-binary,0,0.001,EventLocationLimited,0,8.1331861615733256,0.00813318616,0.00748809419,0.00748809419,0,1.07962296e-13,7.86992836e-14,3.61186022e-15,3322
close-binary,0,0.001,EventLocationLimited,1,-50.834954663787755,0.0508349547,1.05358149e-05,2.09060703e-06,0,6.94815808e-07,7.75039197e-06,5.12953539e-14,3322
close-binary,0,0.001,EventLocationLimited,2,40.750227324212744,0.0407502273,3.96195237e-06,1.04800614e-06,0,3.3146233e-07,2.58248388e-06,1.87995546e-14,3322
close-binary,0,0.001,EventLocationLimited,3,-11.059390916815452,0.0110593909,1.23687103e-05,3.20929352e-06,0,7.69848791e-07,8.38956787e-06,1.42053676e-13,3322
close-binary,0,0.001,EventLocationLimited,4,8.2684281062314131,0.00826842811,1.70201443e-06,2.61967984e-07,0,8.72615875e-08,1.35278485e-06,6.42835831e-15,3322
close-binary,0,0.001,EventLocationLimited,5,33.087477894825113,0.0330874779,6.26921621e-06,1.05174838e-06,0,3.60423687e-07,4.85704412e-06,2.40834636e-14,3322
close-binary,0,0.0001,EventLocationLimited,0,8.1331871350959748,0.000813318714,0.000344274163,0.000344274163,0,1.07540463e-13,7.68288159e-14,3.61186065e-15,3322
close-binary,0,0.0001,EventLocationLimited,1,-50.834954663787755,0.00508349547,1.05358149e-05,2.09060703e-06,0,6.94815808e-07,7.75039197e-06,5.12953539e-14,3322
close-binary,0,0.0001,EventLocationLimited,2,40.750227324212744,0.00407502273,3.96195237e-06,1.04800614e-06,0,3.3146233e-07,2.58248388e-06,1.87995546e-14,3322
close-binary,0,0.0001,EventLocationLimited,3,-11.059390916815452,0.00110593909,1.23687103e-05,3.20929352e-06,0,7.69848791e-07,8.38956787e-06,1.42053676e-13,3322
close-binary,0,0.0001,EventLocationLimited,4,8.2684281062314131,0.000826842811,1.70201443e-06,2.61967984e-07,0,8.72615875e-08,1.35278485e-06,6.42835831e-15,3322
close-binary,0,0.0001,EventLocationLimited,5,33.087477894825113,0.00330874779,6.26921621e-06,1.05174838e-06,0,3.60423687e-07,4.85704412e-06,2.40834636e-14,3322
close-binary,0,1e-05,EventLocationLimited,0,8.1331871252328884,8.13318713e-05,5.64457212e-05,5.6445721e-05,0,1.07767069e-13,7.67727522e-14,3.61186064e-15,3322
close-binary,0,1e-05,EventLocationLimited,1,-50.834954663787755,0.000508349547,1.05358149e-05,2.09060703e-06,0,6.94815808e-07,7.75039197e-06,5.12953539e-14,3322
close-binary,0,1e-05,EventLocationLimited,2,40.750227324212744,0.000407502273,3.96195237e-06,1.04800614e-06,0,3.3146233e-07,2.58248388e-06,1.87995546e-14,3322
close-binary,0,1e-05,EventLocationLimited,3,-11.059390916815452,0.000110593909,1.23687103e-05,3.20929352e-06,0,7.69848791e-07,8.38956787e-06,1.42053676e-13,3322
close-binary,0,1e-05,EventLocationLimited,4,8.2684281062314131,8.26842811e-05,1.70201443e-06,2.61967984e-07,0,8.72615875e-08,1.35278485e-06,6.42835831e-15,3322
close-binary,0,1e-05,EventLocationLimited,5,33.087477894825113,0.000330874779,6.26921621e-06,1.05174838e-06,0,3.60423687e-07,4.85704412e-06,2.40834636e-14,3322
close-binary,0,1e-06,EventLocationLimited,0,8.1331871251541425,8.13318713e-06,7.2321747e-06,7.23217451e-06,0,1.07863515e-13,7.66854362e-14,3.61186064e-15,3322
close-binary,0,1e-06,EventLocationLimited,1,-50.834954663787755,5.08349547e-05,1.05358149e-05,2.09060703e-06,0,6.94815808e-07,7.75039197e-06,5.12953539e-14,3322
close-binary,0,1e-06,EventLocationLimited,2,40.750227324212744,4.07502273e-05,3.96195237e-06,1.04800614e-06,0,3.3146233e-07,2.58248388e-06,1.87995546e-14,3322
close-binary,0,1e-06,EventLocationLimited,3,-11.059390916815452,1.10593909e-05,1.23687103e-05,3.20929352e-06,0,7.69848791e-07,8.38956787e-06,1.42053676e-13,3322
close-binary,0,1e-06,EventLocationLimited,4,8.2684281062314131,8.26842811e-06,1.70201443e-06,2.61967984e-07,0,8.72615875e-08,1.35278485e-06,6.42835831e-15,3322
close-binary,0,1e-06,EventLocationLimited,5,33.087477894825113,3.30874779e-05,6.26921621e-06,1.05174838e-06,0,3.60423687e-07,4.85704412e-06,2.40834636e-14,3322
close-binary,0,1e-08,EventLocationLimited,0,8.1331871251541781,8.13318713e-08,8.21700339e-07,8.21700151e-07,0,1.07844319e-13,7.62148134e-14,3.61186064e-15,200
close-binary,0,1e-08,EventLocationLimited,1,-50.834954464913906,1e-06,0.00012350577,0.000115757405,0,2.44390905e-10,7.74811989e-06,5.12947564e-14,200
close-binary,0,1e-08,EventLocationLimited,2,40.750227419128734,1e-06,1.05097543e-05,7.92808327e-06,0,5.72757208e-11,2.58161371e-06,1.87995205e-14,200
